-3.63159925	-3.28970891	-0.56244290
-3.60159925	-3.28970891	-0.56244290
-3.57159925	-3.28970891	-0.58064044
-3.54159925	-3.28970891	-0.56244290
-3.51159925	-3.28970891	-0.56244290
-3.48159925	-3.28970891	-0.56244290
-3.45159925	-3.28970891	-0.57542253
-3.42159925	-3.28970891	-0.56552225
-3.39159925	-3.28970891	-0.56244290
-3.36159925	-3.28970891	-0.58612286
-3.33159925	-3.28970891	-0.58371979
-3.30159925	-3.28970891	-0.58371979
-3.27159925	-3.28970891	-0.57149386
-3.24159925	-3.28970891	-0.58371979
-3.21159925	-3.28970891	-0.58157587
-3.18159925	-3.28970891	-0.55355686
-3.15159925	-3.28970891	-0.57206726
-3.12159925	-3.28970891	-0.57206726
-3.09159925	-3.28970891	-0.57345790
-3.06159925	-3.28970891	-0.57206726
-3.03159925	-3.28970891	-0.55910003
-3.00159925	-3.28970891	-0.55855006
-2.97159925	-3.28970891	-0.56401521
-2.94159925	-3.28970891	-0.58070564
-2.91159925	-3.28970891	-0.58089346
-2.88159925	-3.28970891	-0.56951690
-2.85159925	-3.28970891	-0.59521371
-2.82159925	-3.28970891	-0.58448283
-2.79159925	-3.28970891	-0.57641333
-2.76159925	-3.28970891	-0.53939503
-2.73159925	-3.28970891	-0.58476067
-2.70159925	-3.28970891	-0.55399013
-2.67159925	-3.28970891	-0.54606748
-2.64159925	-3.28970891	-0.56434846
-2.61159925	-3.28970891	-0.55782044
-2.58159925	-3.28970891	-0.58649933
-2.55159925	-3.28970891	-0.58041981
-2.52159925	-3.28970891	-0.53947198
-2.49159925	-3.28970891	-0.58088082
-2.46159925	-3.28970891	-0.57736123
-2.43159925	-3.28970891	-0.58235162
-2.40159925	-3.28970891	-0.58191381
-2.37159925	-3.28970891	-0.56334108
-2.34159925	-3.28970891	-0.56335062
-2.31159925	-3.28970891	-0.55697393
-2.28159925	-3.28970891	-0.56244290
-2.25159925	-3.28970891	-0.58002341
-2.22159925	-3.28970891	-0.58252716
-2.19159925	-3.28970891	-0.56734866
-2.16159925	-3.28970891	-0.55519462
-2.13159925	-3.28970891	-0.58371979
-2.10159925	-3.28970891	-0.57293338
-2.07159925	-3.28970891	-0.58344109
-2.04159925	-3.28970891	-0.57247567
-2.01159925	-3.28970891	-0.56829977
-1.98159925	-3.28970891	-0.57206726
-1.95159925	-3.28970891	-0.55792183
-1.92159925	-3.28970891	-0.57875198
-1.89159925	-3.28970891	-0.58603306
-1.86159925	-3.28970891	-0.59521371
-1.83159925	-3.28970891	-0.55219495
-1.80159925	-3.28970891	-0.56007797
-1.77159925	-3.28970891	-0.56618440
-1.74159925	-3.28970891	-0.55410993
-1.71159925	-3.28970891	-0.55399013
-1.68159925	-3.28970891	-0.56913501
-1.65159925	-3.28970891	-0.54149693
-1.62159925	-3.28970891	-0.57342952
-1.59159925	-3.28970891	-0.57948649
-1.56159925	-3.28970891	-0.55443573
-1.53159925	-3.28970891	-0.56708443
-1.50159925	-3.28970891	-0.56507093
-1.47159925	-3.28970891	-0.57401347
-1.44159925	-3.28970891	-0.54325598
-1.41159925	-3.28970891	-0.58320737
-1.38159925	-3.28970891	-0.58479990
-1.35159925	-3.28970891	-0.57853901
-1.32159925	-3.28970891	-0.57002455
-1.29159925	-3.28970891	-0.54059649
-1.26159925	-3.28970891	-0.58102441
-1.23159925	-3.28970891	-0.56701642
-1.20159925	-3.28970891	-0.54259777
-1.17159925	-3.28970891	-0.56027055
-1.14159925	-3.28970891	-0.57888681
-1.11159925	-3.28970891	-0.56246418
-1.08159925	-3.28970891	-0.57653522
-1.05159925	-3.28970891	-0.54912752
-1.02159925	-3.28970891	-0.58815771
-0.99159925	-3.28970891	-0.56939077
-0.96159925	-3.28970891	-0.54046303
-0.93159925	-3.28970891	-0.55111318
-0.90159925	-3.28970891	-0.54331088
-0.87159925	-3.28970891	-0.56814879
-0.84159925	-3.28970891	-0.53067732
-0.81159925	-3.28970891	-0.55389178
-0.78159925	-3.28970891	-0.56908244
-0.75159925	-3.28970891	-0.52975357
-0.72159925	-3.28970891	-0.52468318
